Transporter	Inhibitor	Ki	IC50	CellSystem	Substrate	Reference
SLCO1B1	silibinin-dihemisuccinate		10	MDCK II-OATP1B1	bromsulphthalein-(bsp)	16495352
SLCO1B1	tacrolimus	0.61		HEK293-OATP1B1	pitavastatin	16595711
SLCO1B1	taurocholate	11.4		CHO-OATP1B1	estradiol-17beta-glucuronide	19427586
SLCO1B1	telmisartan	0.44		HEK293-OATP1B1	pitavastatin	16595711
SLCO1B1	thyroxine	3.5		CHO-OATP1B1	estradiol-17beta-glucuronide	19427586
SLCO1B1	troglitazone		1.2	CHO-OATP1B1	estradiol-17beta-glucuronide	18321482
SLCO1B1	troglitazone	1		CHO-OATP1B1	estradiol-17beta-glucuronide	19427586
SLCO1B1	valsartan	8.96		HEK293-OATP1B1	pitavastatin	16595711
SLCO1B1	wy-14643	1.6		CHO-OATP1B1	estradiol-17beta-glucuronide	19427586
SLCO1B3	17beta-estradiol		12.9	CHO-OATP1B3	estradiol-17beta-glucuronide	18321482
SLCO1B3	amprenavir	13.1	19.1	CHO-OATP1B3	cholyl-glycylamido-fluorescein-(cgamf)	20102298
SLCO1B3	antamanide	0.7	0.7	MDCK II-OATP1B3	amantinin	16495352
SLCO1B3	antamanide		15	MDCK II-OATP1B3	bromsulphthalein-(bsp)	16495352
SLCO1B3	atazanavir	2	3	CHO-OATP1B3	cholyl-glycylamido-fluorescein-(cgamf)	20102298
SLCO1B3	bromsulphthalein-(bsp)		3	MDCK II-OATP1B3	amantinin	16495352
SLCO1B3	bromsulphthalein-(bsp)	1	1.4	CHO-OATP1B3	cholyl-glycylamido-fluorescein-(cgamf)	20102298
SLCO1B3	cholecystokinin-8		10	MDCK II-OATP1B3	amantinin	16495352
SLCO1B3	cyclosporine		0.3	MDCK II-OATP1B3	bromsulphthalein-(bsp)	16495352
SLCO1B3	cyclosporine		0.3	MDCK II-OATP1B3	amantinin	16495352
SLCO1B3	cyclosporine		0.8	CHO-OATP1B1	bosentan	17496208
SLCO1B3	cyclosporine		0.06	HeLa-OATP1B3	rosuvastatin	16697742
SLCO1B3	darunavir	3.3	4.8	CHO-OATP1B3	cholyl-glycylamido-fluorescein-(cgamf)	20102298
SLCO1B3	digoxin	0.7	1	CHO-OATP1B3	cholyl-glycylamido-fluorescein-(cgamf)	20102298
SLCO1B3	estrone-3-sulfate		97.1	HEK293-OATP1B3	cholecystokinin-8	16611857
SLCO1B3	fexofenadine	205		HEK293-OATP1B3	estrone-3-sulfate	16014768
SLCO1B3	indinavir	8.5	12.3	CHO-OATP1B3	cholyl-glycylamido-fluorescein-(cgamf)	20102298
SLCO1B3	lithocholate		6.8	CHO-OATP1B3	estradiol-17beta-glucuronide	18321482
SLCO1B3	lopinavir	1.4	2	CHO-OATP1B3	cholyl-glycylamido-fluorescein-(cgamf)	20102298
SLCO1B3	mifepristone		5.3	CHO-OATP1B3	estradiol-17beta-glucuronide	18321482
SLCO1B3	mk-571	0.2	0.5	MDCK II-OATP1B3	amantinin	16495352
SLCO1B3	mk-571		0.3	MDCK II-OATP1B3	bromsulphthalein-(bsp)	16495352
SLCO1B3	montelukast		15	MDCK II-OATP1B3	amantinin	16495352
SLCO1B3	montelukast		0.5	MDCK II-OATP1B3	bromsulphthalein-(bsp)	16495352
SLCO1B3	paclitaxel		2	MDCK II-OATP1B3	amantinin	16495352
SLCO1B3	paclitaxel		4	MDCK II-OATP1B3	bromsulphthalein-(bsp)	16495352
SLCO1B3	paclitaxel		0.5	CHO-OATP1B3	estradiol-17beta-glucuronide	18321482
SLCO1B3	penicillin-g		25	MDCK II-OATP1B3	amantinin	16495352
SLCO1B3	prednisolone-phosphate		75	MDCK II-OATP1B3	amantinin	16495352
SLCO1B3	probenecid	130		HEK293-OATP1B3	fexofenadine	16455804
SLCO1B3	repaglinide		5.6	HEK293-OATP1B3	bromsulphthalein-(bsp)	18314419
SLCO1B3	rifampicin		0.8	MDCK II-OATP1B3	amantinin	16495352
SLCO1B3	rifampicin		1.5	MDCK II-OATP1B3	bromsulphthalein-(bsp)	16495352
SLCO1B3	rifampicin		1.6	CHO-OATP1B1	bosentan	17496208
SLCO1B3	rifampicin	5		OATP1B3-expressing oocytes	bromsulphthalein-(bsp)	12085361
SLCO1B3	rifampicin	0.9	1.3	CHO-OATP1B3	cholyl-glycylamido-fluorescein-(cgamf)	20102298
SLCO1B3	rifampicin		2.6	CHO-OATP1B3	estradiol-17beta-glucuronide	18321482
SLCO1B3	rifamycin-sv	3		OATP1B3-expressing oocytes	bromsulphthalein-(bsp)	12085361
SLCO1B3	ritonavir	2.5	3.6	CHO-OATP1B3	cholyl-glycylamido-fluorescein-(cgamf)	20102298
SLCO1B3	rosiglitazone		10.9	HEK293-OATP1B3	bromsulphthalein-(bsp)	18314419
SLCO1B3	saquinavir	2.8	4.1	CHO-OATP1B3	cholyl-glycylamido-fluorescein-(cgamf)	20102298
SLCO1B3	sildenafil		0.8	CHO-OATP1B1	bosentan	17496208
SLCO1B3	silibinin-dihemisuccinate		0.4	MDCK II-OATP1B3	amantinin	16495352
SLCO1B3	silibinin-dihemisuccinate		1	MDCK II-OATP1B3	bromsulphthalein-(bsp)	16495352
SLCO1B3	troglitazone		15.7	CHO-OATP1B3	estradiol-17beta-glucuronide	18321482
SLCO2B1	atorvastatin		0.4	MDCK II-OATP2B1	estrone-3-sulfate	17178262
SLCO2B1	bromsulphthalein-(bsp)	1.5	2	Caco-2	estrone-3-sulfate	20102298
SLCO2B1	bromsulphthalein-(bsp)		1.7	COS1-OATP2B1	estrone-3-sulfate	19741038
SLCO2B1	cerivastatin		66.2	MDCK II-OATP2B1	estrone-3-sulfate	17178262
SLCO2B1	cyclosporine		20	MDCK II-OATP2B1	bromsulphthalein-(bsp)	16495352
SLCO2B1	cyclosporine		0.07	HEK293-OATP2B1	rosuvastatin	16697742
SLCO2B1	estrone	1.9	2.5	Caco-2	estrone-3-sulfate	20102298
SLCO2B1	gemfibrozil		8	HeLa-OATP2B1	rosuvastatin	16697742
SLCO2B1	indinavir	3	3.9	Caco-2	estrone-3-sulfate	20102298
SLCO2B1	mk-571		0.2	MDCK II-OATP2B1	bromsulphthalein-(bsp)	16495352
SLCO2B1	montelukast		1	MDCK II-OATP2B1	bromsulphthalein-(bsp)	16495352
SLCO2B1	paclitaxel		25	MDCK II-OATP2B1	bromsulphthalein-(bsp)	16495352
SLCO2B1	repaglinide		5.2	HEK293-OATP2B1	bromsulphthalein-(bsp)	18314419
SLCO2B1	rifampicin		90	MDCK II-OATP2B1	bromsulphthalein-(bsp)	16495352
SLCO2B1	rifampicin	1.6	2.1	Caco-2	estrone-3-sulfate	20102298
SLCO2B1	rifamycin-sv	3		OATP2B1-expressing oocytes	bromsulphthalein-(bsp)	12085361
SLCO2B1	rifamycin-sv	2.3	3	Caco-2	estrone-3-sulfate	20102298
SLCO2B1	ritonavir	4.8	6.3	Caco-2	estrone-3-sulfate	20102298
SLCO2B1	rosiglitazone		5.2	HEK293-OATP2B1	bromsulphthalein-(bsp)	18314419
SLCO2B1	saquinavir	4	5.3	Caco-2	estrone-3-sulfate	20102298
SLCO2B1	silibinin-dihemisuccinate		1	MDCK II-OATP2B1	bromsulphthalein-(bsp)	16495352
SLCO2B1	simvastatin		84.7	MDCK II-OATP2B1	estrone-3-sulfate	17178262
SLC22A1	disopyramide		81.7	HEK293-OCT1	4-(4-dimethylamino)styryl-n-methylpyridinium-(asp+)	18788725
SLC22A1	phenoxy-benzamine		15.1	HEK293-OCT1	4-(4-dimethylamino)styryl-n-methylpyridinium-(asp+)	18788725
SLC22A1	ritonavir		5.18	HeLa-OCT1	tetraethylammonium	10681378
SLC22A1	indinavir		61.7	HeLa-OCT1	tetraethylammonium	10681378
SLC22A1	nelfinavir		21.8	HeLa-OCT1	tetraethylammonium	10681378
SLC22A1	saquinavir		8.26	HeLa-OCT1	tetraethylammonium	10681378
SLC22A1	ritonavir		14	HEK293-OCT1	n-methylpyridinium	18490433
ABCB1	astemizole		2.73	MDCKII-MDR1	digoxin	16406207
ABCB1	azithromycin		21.8	Caco-2 cells	digoxin	18027988
ABCB1	clarithromycin		4.1	Caco-2 cells	digoxin	18027988
ABCB1	elacridar-(gf120918)		0.18	MDCKII-MDR1	digoxin	16406207
ABCB1	erythromycin		10	Caco-2 cells	digoxin	11961113
ABCB1	erythromycin		119	Caco-2 cells	ximelagatran	16455803
ABCB1	erythromycin		22.7	Caco-2 cells	digoxin	18027988
ABCB1	itraconazole		0.95	MDCKII-MDR1	digoxin	16406207
ABCB1	itraconazole		2	Caco-2 cells	digoxin	20025245
ABCB1	ketoconazole		1.34	MDCKII-MDR1	digoxin	16406207
ABCB1	quinidine		9.4	MDCKII-MDR1	digoxin	16406207
ABCB1	quinine		22.4	MDCKII-MDR1	digoxin	16406207
ABCB1	ritonavir		3.8	Caco-2 cells	digoxin	10820137
ABCB1	ritonavir		28.2	MDCKII-MDR1	digoxin	16406207
ABCB1	ritonavir		5	Caco-2 cells	digoxin	20025245
ABCB1	roxithromycin		15.4	Caco-2 cells	digoxin	18027988
ABCB1	telithromycin		1.8	Caco-2 cells	digoxin	18027988
ABCB1	valsopodar-(psc-833)		0.11	Caco-2 cells	digoxin	10820137
ABCB1	zosuquidar-(ly335979)		0.024	Caco-2 cells	digoxin	10820137
ABCB1	zosuquidar-(ly335979)		0.07	MDCKII-MDR1	abacavir	17709369
ABCB4	cyclosporine		ND	nucleotide trapping with MDR3-expressing Sf9 membranes	N/A	10918072
ABCB4	paclitaxel		ND	nucleotide trapping with MDR3-expressing Sf9 membranes	N/A	10918072
ABCB4	valsopodar-(psc-833)		ND	nucleotide trapping with MDR3-expressing Sf9 membranes	N/A	10918072
ABCB4	verapamil		ND	nucleotide trapping with MDR3-expressing Sf9 membranes	N/A	10918072
ABCB4	vinblastine		ND	nucleotide trapping with MDR3-expressing Sf9 membranes	N/A	10918072
ABCG2	17beta-estradiol		4.8	Steroid Sensitivity of K562-BCRP	N/A	11927002
ABCG2	elacridar-(gf120918)		0.31	HEK293-BCRP	mitoxantrone	15930306
SLC22A1	metformin	493		HEK293-OCT1	n-methylpyridinium	17614008
SLC22A1	metformin	2820		HEK293-OCT1	tetraethylammonium	17614008
SLC22A1	phenformin	13		HEK293-OCT1	n-methylpyridinium	17614008
SLC22A1	phenformin	23		HEK293-OCT1	tetraethylammonium	17614008
SLC22A11	cefamandole	1140		S2-OAT4	prostaglandin-f2alpha	12650826
SLC22A11	cefazolin	1740		S2-OAT4	prostaglandin-f2alpha	12650826
SLC22A11	cefoperazone	2800		S2-OAT4	prostaglandin-f2alpha	12650826
SLC22A11	cefotaxime	6150		S2-OAT4	prostaglandin-f2alpha	12650826
SLC22A11	ceftriaxone	2380		S2-OAT4	prostaglandin-f2alpha	12650826
SLC22A11	cephaloridine	3630		S2-OAT4	prostaglandin-f2alpha	12650826
SLC22A11	cephalothin	200		S2-OAT4	prostaglandin-f2alpha	12650826
SLC22A2	cetirizine		ND	OCT2-expressing oocytes	tetraethylammonium	16580907
SLC22A2	desipramine		16	OCT2-expressing oocytes	tetraethylammonium	9260930
SLC22A2	mepiperphenidol		4.8	OCT2-expressing oocytes	tetraethylammonium	9260930
SLC22A2	metformin	289		HEK293-OCT2	n-methylpyridinium	17614008
SLC22A2	metformin	1380		HEK293-OCT2	tetraethylammonium	17614008
SLC22A2	phenformin	54		HEK293-OCT2	n-methylpyridinium	17614008
SLC22A2	phenformin	111		HEK293-OCT2	tetraethylammonium	17614008
SLC22A2	pilsicainide		ND	OCT2-expressing oocytes	tetraethylammonium	16580907
SLC22A3	metformin	904		HEK293-OCT3	n-methylpyridinium	17614008
SLC22A3	phenformin	134		HEK293-OCT3	n-methylpyridinium	17614008
SLC22A4	procainamide		<1000	HEK293-OCTN1	tetraethylammonium	10215651
SLC22A4	pyrilamide	182		HEK293-OCTN1	ergothioneine	17532304
SLC22A4	quinidine		<1000	HEK293-OCTN1	tetraethylammonium	10215651
SLC22A4	quinine		<1000	HEK293-OCTN1	tetraethylammonium	10215651
SLC22A4	verapamil	10.8		HEK293-OCTN1	ergothioneine	17532304
SLC22A4	disprocynium24	14.6		HEK293-OCTN1	ergothioneine	17532304
SLC22A4	thioperamide	254		HEK293-OCTN1	ergothioneine	17532304
SLC22A4	hercynine	1450		HEK293-OCTN1	ergothioneine	17532304
SLC22A4	methimazole	7520		HEK293-OCTN1	ergothioneine	17532304
SLC22A6	2_3-dimercapto-1-propane-sulfonate-(dmps)		19	OAT1-expressing oocytes	para-aminohippurate	11602689
SLC22A6	adefovir		1.5	CHO-OAT1	ibuprofen	10991954
SLC22A6	adefovir		0.9	CHO-OAT1	ketoprofen	10991954
SLC22A6	adefovir		1.8	CHO-OAT1	naproxen	10991954
SLC22A6	betamipron		6	CHO-OAT1	adefovir	10991954
SLC22A6	betamipron		16.2	CHO-OAT1	para-aminohippurate	10703662
SLC22A6	cefadroxil	6140		S2-OAT1	prostaglandin-f2alpha	12650826
SLC22A6	cefamandole	30		S2-OAT1	prostaglandin-f2alpha	12650826
SLC22A6	cefazolin	180		S2-OAT1	prostaglandin-f2alpha	12650826
SLC22A6	cefoperazone	210		S2-OAT1	prostaglandin-f2alpha	12650826
SLC22A6	cefotaxime	3130		S2-OAT1	prostaglandin-f2alpha	12650826
SLC22A6	ceftriaxone	230		S2-OAT1	prostaglandin-f2alpha	12650826
SLC22A6	cephaloridine	740		S2-OAT1	prostaglandin-f2alpha	12650826
SLC22A6	cephaloridine		1250	CHO-OAT1	6-carboxyfluorescein	10929807
SLC22A6	cephalothin	220		S2-OAT1	prostaglandin-f2alpha	12650826
SLC22A6	cephradine		1600	CHO-OAT1	6-carboxyfluorescein	10929807
SLC22A6	cidofovir		60	CHO-OAT1	6-carboxyfluorescein	10929807
SLC22A6	citrinin	3080		S2-OAT1	ochratoxin-a	11669456
SLC22A6	diclofenac		4	CHO-OAT1	adefovir	10991954
SLC22A6	diflunisal		0.85	CHO-OAT1	adefovir	10991954
SLC22A6	etodolac		50	CHO-OAT1	adefovir	10991954
SLC22A6	flurbiprofen		1.5	CHO-OAT1	adefovir	10991954
SLC22A6	glutarate		4.9	CHO-OAT1	6-carboxyfluorescein	10929807
SLC22A6	hippuric-acid		20	OK-OAT1	para-aminohippurate	11815391
SLC22A6	ibuprofen		8	CHO-OAT1	adefovir	10991954
SLC22A6	indoleacetic-acid		83	OK-OAT1	para-aminohippurate	11815391
SLC22A6	indomethacin		3	CHO-OAT1	adefovir	10991954
SLC22A6	indoxyl-sulfate		83	OK-OAT1	para-aminohippurate	11815391
SLC22A6	ketoprofen		1.4	CHO-OAT1	6-carboxyfluorescein	10929807
SLC22A6	ketoprofen		1.3	CHO-OAT1	adefovir	10991954
SLC22A6	naproxen		5.8	CHO-OAT1	adefovir	10991954
SLC22A6	octanoate	5.41		S2-OAT1	ochratoxin-a	11669456
SLC22A6	ortho-hydroxyhippuric-acid		27	OK-OAT1	para-aminohippurate	11815391
SLC22A6	para-aminohippurate	6.02		S2-OAT1	ochratoxin-a	11669456
SLC22A6	para-aminohippurate		8.8	CHO-OAT1	6-carboxyfluorescein	10929807
SLC22A6	para-hydroxyhippuric-acid		25	OK-OAT1	para-aminohippurate	11815391
SLC22A6	phenacetin		200	CHO-OAT1	adefovir	10991954
SLC22A6	piroxicam	19.8		S2-OAT1	ochratoxin-a	11669456
SLC22A6	piroxicam		20.5	CHO-OAT1	adefovir	10991954
SLC22A6	probenecid		6.5	CHO-OAT1	para-aminohippurate	10703662
SLC22A6	probenecid		6.3	CHO-OAT1	6-carboxyfluorescein	10929807
SLC22A6	probenecid		7.4	CHO-OAT1	adefovir	10991954
SLC22A6	salicylate		280	CHO-OAT1	6-carboxyfluorescein	10929807
SLC22A7	cefamandole		1570	S2-OAT2	prostaglandin-f2alpha	12650826
SLC22A7	cefoperazone		1330	S2-OAT2	prostaglandin-f2alpha	12650826
SLC22A7	cefotaxime		4680	S2-OAT2	prostaglandin-f2alpha	12650826
SLC22A7	cephaloridine		4480	S2-OAT2	prostaglandin-f2alpha	12650826
SLC22A7	cephalothin		1410	S2-OAT2	prostaglandin-f2alpha	12650826
SLC22A8	cefadroxil	8620		S2-OAT3	prostaglandin-f2alpha	12650826
SLC22A8	cefamandole	50		S2-OAT3	prostaglandin-f2alpha	12650826
SLC22A8	cefazolin	550		S2-OAT3	prostaglandin-f2alpha	12650826
SLC22A8	cefoperazone	1890		S2-OAT3	prostaglandin-f2alpha	12650826
SLC22A8	cefotaxime	290		S2-OAT3	prostaglandin-f2alpha	12650826
SLC22A8	ceftriaxone	4390		S2-OAT3	prostaglandin-f2alpha	12650826
SLC22A8	cephaloridine	2460		S2-OAT3	prostaglandin-f2alpha	12650826
SLC22A8	cephalothin	40		S2-OAT3	prostaglandin-f2alpha	12650826
SLC22A8	citrinin	15.4		S2-OAT2	ochratoxin-a	11669456
SLC22A8	octanoate	8.6		S2-OAT2	ochratoxin-a	11669456
SLC22A8	para-aminohippurate	19.6		S2-OAT2	ochratoxin-a	11669456
SLC22A8	piroxicam	4.88		S2-OAT2	ochratoxin-a	11669456
ABCC2	delavirdine		ND	MDCKII-MRP2	cmfda	17172311
ABCC2	efavirenz		ND	MDCKII-MRP2	cmfda	17172311
ABCC2	emtricitabine		ND	MDCKII-MRP2	cmfda	17172311
ABCC3	delavirdine		ND	MDCKII-MRP3	cmfda	17172311
ABCC3	efavirenz		ND	MDCKII-MRP3	cmfda	17172311
ABCC3	emtricitabine		ND	MDCKII-MRP3	cmfda	17172311
ABCC6	indomethacin		ND	MRP6-expressing Sf9 vesicles	n-ethylmaleimide-s-glutathione	11880368
ABCC6	probenecid		ND	MRP6-expressing Sf9 vesicles	n-ethylmaleimide-s-glutathione	11880368
ABCC6	benzbromarone		ND	MRP6-expressing Sf9 vesicles	n-ethylmaleimide-s-glutathione	11880368
SLC22A1	midazolam	3.7		HeLa-OCT1	tetraethylammonium	9655880
SLC22A2	phenoxy-benzamine		4.9	HEK293-OCT2	n-methylpyridinium	12110607
SLC22A2	procainamide	50		OCT2-expressing oocytes	tetraethylammonium	9260930
SLC22A2	testosterone		3	N/A	N/A	17473959
SLC22A3	phenoxy-benzamine		6.13	HEK293-OCT2	n-methylpyridinium	12110607
SLC22A3	prazosin		12.6	HEK293-OCT2	n-methylpyridinium	12110607
SLCO1A2	ritonavir		<10	HeLa-OATP1A2	fexofenadine	10421612
SLCO1A2	saquinavir		<10	HeLa-OATP1A2	fexofenadine	10421612
SLC15A2	cephalexin	98		CHO-PEPT2	glycylsarcosine	15282265
SLC15A2	kyotorphin	5.1		CHO-PEPT2	glycylsarcosine	15282265
SLC15A2	anserine	180		HeLa-PEPT2	glycylsarcosine	20067523
SLC15A2	carnosine	60		HeLa-PEPT2	glycylsarcosine	20067523
SLC22A2	1-methyl-3-butylimidazolium-chloride-(bmim-cl)		1.5	CHO-OCT2	tetraethylammonium	21646436
SLC22A2	n-butyl-n-methylpyrrolidinium-chloride-(bmpy-cl)		0.48	CHO-OCT2	tetraethylammonium	21646436
SLC22A2	n-butylpyridinium-chloride-(nbupy-cl)		2.29	CHO-OCT2	tetraethylammonium	21646436
SLC22A2	creatinine		580	HEK293-OCT2	4-(4-dimethylamino)styryl-n-methylpyridinium-(asp+)	22223530
SLC22A2	dx-619	0.94		S2-OCT2	creatinine	21124314
SLC22A2	1-ethylpyridinium-chloride-(etpy-cl)		36.7	CHO-OCT2	tetraethylammonium	21646436
SLC22A2	grepafloxacin	10.4		S2-OCT2	creatinine	21124314
SLC22A2	pyridine		790	CHO-OCT2	tetraethylammonium	21646436
SLC22A2	1-hexylpyridinium-chloride-(hepy-cl)		0.35	CHO-OCT2	tetraethylammonium	21646436
SLC22A6	1-propanesulfonic-acid-(psa)		2036	CHO-OAT1	para-aminohippurate	21543413
SLC22A6	2_3-dimercapto-1-propane-sulfonate-(dmps)		83	CHO-OAT1	para-aminohippurate	21543413
SLC22A6	adipate		6.2	HEK293-OAT1	para-aminohippurate	21865262
SLC22A6	1-butanesulfonic-acid-(bsa)		514	CHO-OAT1	para-aminohippurate	21543413
SLC22A6	fumarate		1733	HEK293-OAT1	para-aminohippurate	21865262
SLC22A6	glutarate		3.3	HEK293-OAT1	para-aminohippurate	21865262
SLC22A6	jbp485	197	226	HEK293-OAT1	bestatin	22273603
SLC22A6	ketoconazole		319	OAT1-expressing oocytes	para-aminohippurate	21456052
SLC22A6	alpha-ketoglutarate		4.7	HEK293-OAT1	para-aminohippurate	21865262
SLC22A6	3-mercapto-1-propansulfonic-acid-(mps)		204	CHO-OAT1	para-aminohippurate	21543413
SLC22A6	para-aminohippurate	92	106	HEK293-OAT1	bestatin	22273603
SLC22A6	pimelate		18.6	HEK293-OAT1	para-aminohippurate	21865262
SLC22A6	probenecid	26		HeLa-OAT1	dimesna	21505084
SLC22A6	probenecid		17	OAT1-expressing oocytes	para-aminohippurate	21440623
SLC22A6	probenecid		17	OAT1-expressing oocytes	methotrexate	21440623
SLC22A6	rifampin		79.1	OAT1-expressing oocytes	para-aminohippurate	21456052
SLC22A6	rifampin	62.2		OAT1-expressing oocytes	olmesartan	21456052
SLC22A6	suberate		19.3	HEK293-OAT1	para-aminohippurate	21865262
SLC22A6	sulfasalazine		4.6	OAT1-expressing oocytes	methotrexate	21440623
SLC22A8	1-butanesulfonic-acid-(bsa)		5098	CHO-OAT3	estrone-3-sulfate	21543413
SLC22A8	alpha-ketoglutarate		92.8	HEK293-OAT3	estrone-3-sulfate	21865262
SLC22A8	adipate		136	HEK293-OAT3	estrone-3-sulfate	21865262
SLC22A8	bumetanide		7.8	OAT3-expressing oocytes	estrone-3-sulfate	21440623
SLC22A8	bumetanide		5.4	OAT3-expressing oocytes	methotrexate	21440623
SLC22A8	2_3-dimercapto-1-propane-sulfonate-(dmps)		40	CHO-OAT3	estrone-3-sulfate	21543413
SLC22A8	glutarate		78.5	HEK293-OAT3	estrone-3-sulfate	21865262
SLC22A8	jbp485	160	185	HEK293-OAT3	bestatin	22273603
SLC22A8	3-mercapto-1-propansulfonic-acid-(mps)		2139	CHO-OAT3	estrone-3-sulfate	21543413
SLC22A8	penicillin-g	88	102	HEK293-OAT3	bestatin	22273603
SLC22A8	pimelate		634	HEK293-OAT3	estrone-3-sulfate	21865262
SLC22A8	probenecid	32		HeLa-OAT3	dimesna	21505084
SLC22A8	suberate		232	HEK293-OAT3	estrone-3-sulfate	21865262
SLC22A8	sulfasalazine		3	OAT3-expressing oocytes	methotrexate	21440623
ABCC2	gemifloxacin		16	MDCKII-MRP2	erythromycin	21864659
ABCG2	sulfasalazine		0.73	BCRP-expressing oocytes	estrone-3-sulfate	21440623
SLC47A1	chloroquine		2.5	HEK293-MATE1	metformin	21518836
SLC47A1	cimetidine	3.8		HEK293-MATE1	metformin	22072731
SLC47A1	dx-619	0.82		HEK293-MATE1	creatinine	21124314
SLC47A1	n-butylpyridinium-chloride-(nbupy-cl)		8.5	CHO-MATE1	1-methyl-4-phenylpyridinium-(mpp+)	21646436
SLC47A2	cimetidine	2.1		HEK293-MATE2K	tetraethylammonium	22072731
SLC47A2	dx-619	0.1		HEK293-MATE2K	creatinine	21124314
SLC47A2	n-butylpyridinium-chloride-(nbupy-cl)		1.6	CHO-MATE2K	1-methyl-4-phenylpyridinium-(mpp+)	21646436
