Transporter	Inhibitor	Ki	IC50	CellSystem	Substrate	Reference
ABCB1	itraconazole		2.4	NIH-3T3-G185 cells	lds-751	11716514
ABCB1	reserpine		2.1	NIH-3T3-G185 cells	lds-751	11716514
ABCB1	csa		1.8	NIH-3T3-G185 cells	lds-751	11716514
ABCB1	clofazimine		1.1	NIH-3T3-G185 cells	lds-751	11716514
ABCB1	quinidine		1	NIH-3T3-G185 cells	lds-751	11716514
ABCB1	emetine		207.1	NIH-3T3-G185 cells	tetramethylrosamine	11716514
ABCB1	quinine		184.9	NIH-3T3-G185 cells	tetramethylrosamine	11716514
ABCB1	verapamil		38.2	NIH-3T3-G185 cells	tetramethylrosamine	11716514
ABCB1	clarithromycin		23.8	NIH-3T3-G185 cells	tetramethylrosamine	11716514
ABCB1	nicardipine		11.7	NIH-3T3-G185 cells	tetramethylrosamine	11716514
ABCB1	reserpine		5.3	NIH-3T3-G185 cells	tetramethylrosamine	11716514
ABCB1	cyclosporine		2.1	NIH-3T3-G185 cells	tetramethylrosamine	11716514
ABCB1	lansoprazole		62.8	Caco-2 cells	digoxin	11770010
ABCB1	pantoprazole		17.9	Caco-2 cells	digoxin	11770010
ABCB1	cepharanthin		2.1	MDR1 expressing LLC-PK1 cells	daunorubicin	7562598
ABCB1	amlodipine		22	MDR1 expressing LLC-PK1 cells	daunorubicin	11145223
ABCB1	nicardipine		17.5	MDR1 expressing LLC-PK1 cells	daunorubicin	11145223
ABCB1	benidipine		9.5	MDR1 expressing LLC-PK1 cells	daunorubicin	11145223
ABCB1	barnidipine		8.6	MDR1 expressing LLC-PK1 cells	daunorubicin	11145223
ABCB1	manidipine		4.6	MDR1 expressing LLC-PK1 cells	daunorubicin	11145223
ABCB1	efonidipine		17.3	MDR1 expressing LLC-PK1 cells	daunorubicin	11145223
ABCB1	efonidipine		20.6	MDR1 expressing LLC-PK1 cells	daunorubicin	11145223
ABCB1	elacridar_hydrochloride	0.04		MDR1-expressing Caco-2 cells	digoxin	12636153
ABCB1	cyclosporine	0.35		MDR1-expressing Caco-2 cells	digoxin	12636153
ABCB1	quinidine	0.43		MDR1-expressing Caco-2 cells	digoxin	12636153
ABCB1	verapamil	0.88		MDR1-expressing Caco-2 cells	digoxin	12636153
ABCB1	vinblastine	15		MDR1-expressing Caco-2 cells	digoxin	12636153
ABCB1	reserpine	2.31		MDR1-expressing Caco-2 cells	digoxin	12636153
ABCB1	norverapamil		0.3	Caco-2 cells	digoxin	10773005
ABCB1	vinblastine	140		MDR1-expressing MDCK cells	digoxin	12134945
ABCB1	daunorubicin	111		MDR1-expressing MDCK cells	digoxin	12134945
ABCB1	vincristine	213		MDR1-expressing MDCK cells	digoxin	12134945
ABCB1	etoposide	768		MDR1-expressing MDCK cells	digoxin	12134945
ABCB1	bromocriptine	3.96		MDR1-expressing LLC-PK1 cells	vinblastine	11961113
ABCB1	troleandomycin	483.3		MDR1-expressing LLC-PK1 cells	calcein_am	11961113
ABCB1	dihydroergotamine	1000		MDR1-expressing LLC-PK1 cells	calcein_am	11961113
ABCB1	fluconazole	400		MDR1-expressing LLC-PK1 cells	vinblastine	11961113
ABCB1	dihydroergocryptine	360.5		MDR1-expressing LLC-PK1 cells	calcein_am	11961113
ABCB1	ketoconazole	24.9		MDR1-expressing LLC-PK1 cells	calcein_am	11961113
ABCB1	ergocryptine	6.43		MDR1-expressing LLC-PK1 cells	vinblastine	11961113
ABCB1	ergotamine	98.9		MDR1-expressing LLC-PK1 cells	calcein_am	11961113
ABCB1	cyclosporine	1.3		MDR1-expressing LLC-PK1 cells	vinblastine	11961113
ABCB1	erythromycin	1000		MDR1-expressing LLC-PK1 cells	calcein_am	11961113
ABCB1	ergocristine	42.8		MDR1-expressing LLC-PK1 cells	calcein_am	11961113
ABCB1	ketoconazole	5.27		MDR1-expressing LLC-PK1 cells	vinblastine	11961113
ABCB1	clotrimazole	44		MDR1-expressing LLC-PK1 cells	calcein_am	11961113
ABCB1	ergocornine	24.5		MDR1-expressing LLC-PK1 cells	vinblastine	11961113
ABCB1	clotrimazole	29.92		MDR1-expressing LLC-PK1 cells	vinblastine	11961113
ABCB1	fluconazole	1000		MDR1-expressing LLC-PK1 cells	calcein_am	11961113
ABCB1	reserpine	0.97		MDR1-expressing LLC-PK1 cells	vinblastine	11961113
ABCB1	ergonovine	100		MDR1-expressing LLC-PK1 cells	vinblastine	11961113
ABCB1	cyclosporine	4.66		MDR1-expressing LLC-PK1 cells	calcein_am	11961113
ABCB1	troleandomycin	87.64		MDR1-expressing LLC-PK1 cells	vinblastine	11961113
ABCB1	reserpine	12.2		MDR1-expressing LLC-PK1 cells	calcein_am	11961113
ABCB1	miconazole	26.36		MDR1-expressing LLC-PK1 cells	vinblastine	11961113
ABCB1	ergocornine	105.2		MDR1-expressing LLC-PK1 cells	calcein_am	11961113
ABCB1	ergocryptine	12.2		MDR1-expressing LLC-PK1 cells	calcein_am	11961113
ABCB1	dihydroergocristine	16		MDR1-expressing LLC-PK1 cells	vinblastine	11961113
ABCB1	ergocristine	13.33		MDR1-expressing LLC-PK1 cells	vinblastine	11961113
ABCB1	ergotamine	14.25		MDR1-expressing LLC-PK1 cells	vinblastine	11961113
ABCB1	dihydroergocryptine	19.82		MDR1-expressing LLC-PK1 cells	vinblastine	11961113
ABCB1	dihydroergotamine	119.94		MDR1-expressing LLC-PK1 cells	vinblastine	11961113
ABCB1	erythromycin	37.79		MDR1-expressing LLC-PK1 cells	vinblastine	11961113
ABCB1	dihydroergocristine	511		MDR1-expressing LLC-PK1 cells	calcein_am	11961113
ABCB1	miconazole	55.5		MDR1-expressing LLC-PK1 cells	calcein_am	11961113
ABCB1	ergonovine	115.5		MDR1-expressing LLC-PK1 cells	calcein_am	11961113
ABCB1	bromocriptine	2.81		MDR1-expressing LLC-PK1 cells	calcein_am	11961113
ABCB1	mibefradil		1.2	Caco-2 cells	digoxin	11961113
ABCB1	amiodarone	5.78		MDR1-expressing LLC-PK1 cells	calcein_am	17045309
ABCB1	sirolimus		1.3	Caco-2 cells	rhodamine_123	12235265
ABCB1	nifedipine		472	MDR1 expressing LLC-PK1 cells	digoxin	12128170
ABCB1	diltiazem		77.7	MDR1 expressing LLC-PK1 cells	digoxin	12128170
ABCB1	nitrendipine		68.2	MDR1 expressing LLC-PK1 cells	digoxin	12128170
ABCB1	nisoldipine		44.1	MDR1 expressing LLC-PK1 cells	digoxin	12128170
ABCB1	nilvadipine		18	MDR1 expressing LLC-PK1 cells	digoxin	12128170
ABCB1	efonidipine		13	MDR1 expressing LLC-PK1 cells	digoxin	12128170
ABCB1	barnidipine		12.6	MDR1 expressing LLC-PK1 cells	digoxin	12128170
ABCB1	benidipine		5	MDR1 expressing LLC-PK1 cells	digoxin	12128170
ABCB1	manidipine		4.7	MDR1 expressing LLC-PK1 cells	digoxin	12128170
ABCB1	nicardipine		4.5	MDR1 expressing LLC-PK1 cells	digoxin	12128170
ABCB1	nefazodone		4.7	NIH-3T3-G185 cells	rhodamine_123	11452702
ABCB1	cyclosporine		0.9	Doxorubicin-resistant A2780 adr cells	calcein_am	24184213
ABCB1	verapamil		1.7	Hela cells	hoechst_33342	NA4
ABCB1	csa		0.9	MDR1 expressing A2780/ADR cells	calcein_am	25855895
ABCB1	reversan		6.8	KBV1 cells	calcein_am	26774038
ABCB1	tariquidar		0.2	KBV1 cells	calcein_am	26774038
ABCB1	cyclosporine		1.2	MDR1 expressing A2780/ADR cells	calcein_am	28841513
SLC22A4	cimetidine		1500	HRPE-rOCTN1	tetraethylammonium	10825452
SLC22A4	desipramine		80	HRPE-rOCTN1	tetraethylammonium	10825452
SLC22A4	procainamide		1000	HRPE-rOCTN1	tetraethylammonium	10825452
SLC22A4	flecainide		176	MDCKII-hOCTN1	tetraethylammonium	21641380
SLC22A4	propafenone		67.5	MDCKII-hOCTN1	tetraethylammonium	21641380
SLC22A4	spironolactone		125	MDCKII-hOCTN1	tetraethylammonium	21641380
SLC22A4	carvedilol		73.1	MDCKII-hOCTN1	tetraethylammonium	21641380
SLC22A4	diltiazem		126.4	MDCKII-hOCTN1	tetraethylammonium	21641380
SLC22A4	nifedipine		74.6	MDCKII-hOCTN1	tetraethylammonium	21641380
SLC22A4	verapamil		11	MDCKII-hOCTN1	tetraethylammonium	21641380
SLC22A4	gamma-butyrobetaine	630		hOCTN1-reconstituted proteoliposomes	tetraethylammonium	21726197
SLC22A4	acetylcholine	440		hOCTN1-reconstituted proteoliposomes	tetraethylammonium	21726197
SLC22A4	linagliptin		>100	HEK293-hOCTN1	not_stated	NA5
SLC22A4	carnitine	24.08		HEK293-hOCTN1	tetraethylammonium	15107849
SLC22A4	choline	230.5		HEK293-hOCTN1	tetraethylammonium	15107849
SLC22A4	tetraethylammonium	439		HEK293-hOCTN1	tetraethylammonium	15107849
SLC22A4	verapamil	8.38		HEK293-hOCTN1	tetraethylammonium	15107849
SLC22A4	cimetidine	434.8		HEK293-hOCTN1	tetraethylammonium	15107849
SLC22A4	lidocaine	0.83		HEK293-hOCTN1	tetraethylammonium	15107849
SLC22A4	quinidine	68.38		HEK293-hOCTN1	tetraethylammonium	15107849
SLC22A4	doxorubicin		0.00931	KB-3-3-hOCTN1	tetraethylammonium	18790787
SLC22A4	mitoxantrone		0.00275	KB-3-3-hOCTN1	tetraethylammonium	18790787
SLC22A4	imatinib		31	HEK293-hOCTN1	4-(4-dimethylamino)styryl-n-methylpyridinium_(asp)	23284953
SLC22A4	dipyridamole		0.0077	HEK293-hOCTN1	cytarabine	28209616
SLC22A4	cobicistat		2.49	S2-hOCTN1	tetraethylammonium	NA6
SLC22A4	verapamil		12	HEK293-hOCTN1	ethambutol	30012768
SLC22A5	cefepime		1000	JAR-hOCTN2	l-carnitine	10636865
SLC22A5	cephaloridine		180	JAR-hOCTN2	l-carnitine	10636865
SLC22A5	grepafloxacin	300		BeWo cells expressing OCTN2	l-carnitine	17977676
SLC22A5	levofloxacin	3000		BeWo cells expressing OCTN2	l-carnitine	17977676
SLC22A5	levofloxacin		6800	Caco-2 cells expressing OCTN2	l-carnitine	16928358
SLC22A5	grepafloxacin		1000	Caco-2 cells expressing OCTN2	l-carnitine	16928358
SLC22A5	verapamil		50.9	MDCKII-hOCTN2	l-carnitine	21641380
SLC22A5	spironolactone		36	MDCKII-hOCTN2	l-carnitine	21641380
SLC22A5	nifedipine		59.4	MDCKII-hOCTN2	l-carnitine	21641380
SLC22A5	progesterone	48.6		BeWo cells expressing OCTN2	l-carnitine	17977516
SLC22A5	cediranib		2.49	HEK293-hOCTN2	l-carnitine	25165131
SLC22A5	omeprazole	5.2		hOCTN2-reconstituted proteoliposomes	l-carnitine	19041296
SLC22A5	thioridazine		1.06	MDCKII-hOCTN2	l-carnitine	31437515
SLC22A5	mildronate	26.1		MDCKII-hOCTN2	l-carnitine	16490820
SLC22A5	pyrilamine		41.7	HEK293-hOCTN2	l-carnitine	17965255
SLC22A5	verapamil		58.8	HEK293-hOCTN2	l-carnitine	17965255
SLC22A5	quinidine		239	HEK293-hOCTN2	l-carnitine	17965255
SLC22A5	tetraethylammonium		132	HEK293-hOCTN2	l-carnitine	17965255
SLC22A5	atenolol	3000		MDCKII-hOCTN2	l-carnitine	20831193
SLC22A5	atropine	3000		MDCKII-hOCTN2	l-carnitine	20831193
SLC22A5	lomefloxacin	3000		MDCKII-hOCTN2	l-carnitine	20831193
SLC22A5	acyclovir	3000		MDCKII-hOCTN2	l-carnitine	20831193
SLC22A5	pramipexole	3000		MDCKII-hOCTN2	l-carnitine	20831193
SLC22A5	guanosine	3000		MDCKII-hOCTN2	l-carnitine	20831193
SLC22A5	hydrochlorothiazide	3000		MDCKII-hOCTN2	l-carnitine	20831193
SLC22A5	sulfanilamide	3000		MDCKII-hOCTN2	l-carnitine	20831193
SLC22A5	roxithromycin	333		MDCKII-hOCTN2	l-carnitine	20831193
SLC22A5	reserpine	32.2		MDCKII-hOCTN2	l-carnitine	20831193
SLC22A5	cisapride	66.7		MDCKII-hOCTN2	l-carnitine	20831193
SLC22A5	penfluridol	26.5		MDCKII-hOCTN2	l-carnitine	20831193
SLC22A5	vincristine	15.9		MDCKII-hOCTN2	l-carnitine	20831193
SLC22A5	propafenone	74.2		MDCKII-hOCTN2	l-carnitine	20831193
SLC22A5	cetirizine	79.8		MDCKII-hOCTN2	l-carnitine	20831193
SLC22A5	nizatidine	183		MDCKII-hOCTN2	l-carnitine	20831193
SLC22A5	daunorubicin	502		MDCKII-hOCTN2	l-carnitine	20831193
SLC22A5	cephaloridine	379		MDCKII-hOCTN2	l-carnitine	20831193
SLC22A5	vinorelbine	26.8		MDCKII-hOCTN2	l-carnitine	20831193
SLC22A5	irinotecan	219		MDCKII-hOCTN2	l-carnitine	20831193
SLC22A5	risperidone	114		MDCKII-hOCTN2	l-carnitine	20831193
SLC22A5	erythromycin	2870		MDCKII-hOCTN2	l-carnitine	20831193
SLC22A5	ritonavir	7.73		MDCKII-hOCTN2	l-carnitine	20831193
SLC22A5	ezetimibe	29.3		MDCKII-hOCTN2	l-carnitine	20831193
SLC22A5	simvastatin	12.4		MDCKII-hOCTN2	l-carnitine	20831193
SLC22A5	furosemide	1350		MDCKII-hOCTN2	l-carnitine	20831193
SLC22A5	procainamide	1400		MDCKII-hOCTN2	l-carnitine	20831193
SLC22A5	metformin	2050		MDCKII-hOCTN2	l-carnitine	20831193
SLC22A5	zidovudine	2140		MDCKII-hOCTN2	l-carnitine	20831193
SLC22A5	lamivudine	2590		MDCKII-hOCTN2	l-carnitine	20831193
SLC22A5	ketorolac	1530		MDCKII-hOCTN2	l-carnitine	20831193
SLC22A5	gabapentin	1700		MDCKII-hOCTN2	l-carnitine	20831193
SLC22A5	levofloxacin	1890		MDCKII-hOCTN2	l-carnitine	20831193
SLC22A5	succinylcholine	2700		MDCKII-hOCTN2	l-carnitine	20831193
SLC22A5	procarbazine	2520		MDCKII-hOCTN2	l-carnitine	20831193
SLC22A5	verapamil	5.3		L6-hOCTN2	l-carnitine	18408886
SLC22A5	cefazolin	6740		L6-hOCTN2	l-carnitine	18408886
SLC22A5	cefuroxime	525		L6-hOCTN2	l-carnitine	18408886
SLC22A5	cephalexin	3037		L6-hOCTN2	l-carnitine	18408886
SLC22A5	l-carnitine		3.7	BeWo cells expressing OCTN2	l-carnitine	15316089
SLC22A5	acetyl-dl-carnitine		15.7	BeWo cells expressing OCTN2	l-carnitine	15316089
SLC22A5	d-carnitine		16.5	BeWo cells expressing OCTN2	l-carnitine	15316089
SLC22A5	tetraethylammonium		1200	BeWo cells expressing OCTN2	l-carnitine	15316089
SLC22A5	1-methyl-4-phenylpyridinium_(mpp)		1700	BeWo cells expressing OCTN2	l-carnitine	15316089
SLC22A5	sodium_valproate		2600	BeWo cells expressing OCTN2	l-carnitine	15316089
SLC22A5	methamphetamine		2300	BeWo cells expressing OCTN2	l-carnitine	15316089
SLC22A5	ephedrine		2700	BeWo cells expressing OCTN2	l-carnitine	15316089
SLC22A5	chloroephedrine		4800	BeWo cells expressing OCTN2	l-carnitine	15316089
SLC22A5	amphetamine		6000	BeWo cells expressing OCTN2	l-carnitine	15316089
SLC22A5	norephedrine		7100	BeWo cells expressing OCTN2	l-carnitine	15316089
SLC22A5	psi_-_ephedrine		4200	BeWo cells expressing OCTN2	l-carnitine	15316089
SLC22A5	nor-psi-ephedrine		9200	BeWo cells expressing OCTN2	l-carnitine	15316089
SLC22A5	vinblastine	4.85		MDCKII-hOCTN2	l-carnitine	19437106
SLC22A5	carvedilol	10.7		MDCKII-hOCTN2	l-carnitine	19437106
SLC22A5	raloxifene	13.8		MDCKII-hOCTN2	l-carnitine	19437106
SLC22A5	bromocriptine	16.6		MDCKII-hOCTN2	l-carnitine	19437106
SLC22A5	verapamil	17.6		MDCKII-hOCTN2	l-carnitine	19437106
SLC22A5	propantheline	20.4		MDCKII-hOCTN2	l-carnitine	19437106
SLC22A5	thioridazine	23		MDCKII-hOCTN2	l-carnitine	19437106
SLC22A5	clozapine	47.3		MDCKII-hOCTN2	l-carnitine	19437106
SLC22A5	prochlorperazine	51.3		MDCKII-hOCTN2	l-carnitine	19437106
SLC22A5	desloratadine	53.3		MDCKII-hOCTN2	l-carnitine	19437106
SLC22A5	trifluoperazine	67.3		MDCKII-hOCTN2	l-carnitine	19437106
SLC22A5	amlodipine	96		MDCKII-hOCTN2	l-carnitine	19437106
SLC22A5	duloxetine	118		MDCKII-hOCTN2	l-carnitine	19437106
SLC22A5	cerivastatin	425		MDCKII-hOCTN2	l-carnitine	19437106
SLC22A5	amiodarone	5.72		MDCKII-hOCTN2	l-carnitine	19437106
SLC22A5	nelfinavir	29.2		MDCKII-hOCTN2	l-carnitine	19437106
SLC22A5	thioridazine	23		MDCKII-hOCTN2	l-carnitine	19437106
SLC22A5	rifampin	1150		MDCKII-hOCTN2	l-carnitine	19437106
SLC22A5	succinylcholine	2700		MDCKII-hOCTN2	l-carnitine	19437106
SLC22A5	gefitinib	29		MDCKII-hOCTN2	l-carnitine	19437106
SLC22A5	tamoxifen	20		MDCKII-hOCTN2	l-carnitine	19437106
SLC22A5	levofloxacin	1900		MDCKII-hOCTN2	l-carnitine	19437106
SLC22A5	lomefloxacin	4000		MDCKII-hOCTN2	l-carnitine	19437106
SLC22A5	lamivudine	2590		MDCKII-hOCTN2	l-carnitine	19437106
SLC22A5	ketorolac	1530		MDCKII-hOCTN2	l-carnitine	19437106
SLC22A5	acyclovir	5130		MDCKII-hOCTN2	l-carnitine	19437106
SLC22A5	procarbazine	2520		MDCKII-hOCTN2	l-carnitine	19437106
SLC22A5	erythromycin	2870		MDCKII-hOCTN2	l-carnitine	19437106
SLC22A5	hydrochlorothiazide	4110		MDCKII-hOCTN2	l-carnitine	19437106
SLC22A5	atenolol	8000		MDCKII-hOCTN2	l-carnitine	19437106
SLC22A5	selegiline	1230		MDCKII-hOCTN2	l-carnitine	19437106
SLC22A5	atropine	4000		MDCKII-hOCTN2	l-carnitine	19437106
SLC22A5	zidovudine	2140		MDCKII-hOCTN2	l-carnitine	19437106
SLC22A5	etoposide		55	LLC-PK1-hOCTN2	l-carnitine	22389472
SLC22A5	verapamil		21.4	HEK293-hOCTN2	ethambutol	30012768
SLC22A5	tetraethylammonium	80		HRPE-hOCTN2	l-carnitine	10454528
SLC22A5	l-carnitine	11.8		HRPE-hOCTN2	l-carnitine	10454528
SLC22A2	fampridine		66.8	HEK293-OCT2	metformin	29915999
SLC22A2	pazopanib		3.5	HEK293-OCT2	4-(4-dimethylamino)styryl-n-methylpyridinium_(asp)	27178732
SLC22A2	vandetanib		73.4	HEK293-OCT2	1-methyl-4-phenylpyridinium_(mpp)	24026623
SLC22A2	vandetanib		8.8	HEK293-OCT2	metformin	24026623
SLC22A2	pyrimethamine		23.6	HEK293-OCT2	1-methyl-4-phenylpyridinium_(mpp)	24026623
SLC22A2	pyrimethamine		4.8	HEK293-OCT2	metformin	24026623
SLC22A2	amitriptyline		0.51	HEK293-OCT2	metformin	26327616
SLC22A2	doxepin		0.25	HEK293-OCT2	metformin	26327616
SLC22A2	lansoprazole		3.28	HEK293-OCT2	metformin	26327616
SLC22A2	pantoprazole		0.56	HEK293-OCT2	metformin	26327616
SLC22A2	sitagliptin		7.41	HEK293-OCT2	metformin	26327616
SLC22A2	spironolactone		1.29	HEK293-OCT2	metformin	26327616
SLC22A2	trimipramine		0.44	HEK293-OCT2	metformin	26327616
SLC22A2	trospium_chloride		0.07	HEK293-OCT2	metformin	26327616
SLC22A2	zolpidem		0.15	HEK293-OCT2	metformin	26327616
SLC22A2	omeprazole		6.7	HEK293-OCT2	metformin	21779389
SLC22A2	pantoprazole		2.8	HEK293-OCT2	metformin	21779389
SLC22A2	lansoprazole		9.5	HEK293-OCT2	metformin	21779389
SLC22A2	rabeprazole		5.7	HEK293-OCT2	metformin	21779389
SLC22A2	tenatoprazole		20.3	HEK293-OCT2	metformin	21779389
SLC22A2	imatinib		6.7	HEK293-OCT2	creatinine	19540211
SLC22A2	dolutegravir		1.9	MDCKII_OCT2	metformin	23132334
SLC22A2	anisodine		139.6	HEK293-OCT2	1-methyl-4-phenylpyridinium_(mpp)	31514980
SLC22A2	monocrotaline		1852.6	HEK293-OCT2	1-methyl-4-phenylpyridinium_(mpp)	31514980
SLC22A2	doravirine		67	CHO-K1-OCT2	metformin	30745395
SLC22A2	efavirenz		5.66	MDCK-OCT2	metformin	30114293
SLC22A2	berberine		8	MDCK-OCT2	1-methyl-4-phenylpyridinium_(mpp)	24246570
SLC22A2	berberine		0.371	MDCK-OCT2	serotonin	24246570
SLC22A2	berberine		0.438	MDCK-OCT2	norepinephrine	24246570
SLC22A2	decynium-22		0.0014	MDCK-OCT2	1-methyl-4-phenylpyridinium_(mpp)	24246570
SLC22A2	decynium-22		0.0012	MDCK-OCT2	serotonin	24246570
SLC22A2	decynium-22		0.005	MDCK-OCT2	norepinephrine	24246570
SLC22A2	amodiaquine		11	HEK293-OCT2	4-(4-dimethylamino)styryl-n-methylpyridinium_(asp)	29061131
SLC22A2	proguanil		13	HEK293-OCT2	4-(4-dimethylamino)styryl-n-methylpyridinium_(asp)	29061131
SLC22A2	pyrimethamine		1.6	HEK293-OCT2	4-(4-dimethylamino)styryl-n-methylpyridinium_(asp)	29061131
SLC22A2	quinine		3.4	HEK293-OCT2	4-(4-dimethylamino)styryl-n-methylpyridinium_(asp)	29061131
SLC22A2	ethidium		0.8	CHO-OCT2	1-methyl-4-phenylpyridinium_(mpp)	28615288
SLC22A2	1-methyl-4-phenylpyridinium_(mpp)		7	CHO-OCT2	1-methyl-4-phenylpyridinium_(mpp)	28615288
SLC22A2	imipramine		28.9	CHO-OCT2	1-methyl-4-phenylpyridinium_(mpp)	28615288
SLC22A2	diphenidol		34.3	CHO-OCT2	1-methyl-4-phenylpyridinium_(mpp)	28615288
SLC22A2	nbd-mtma		46	CHO-OCT2	1-methyl-4-phenylpyridinium_(mpp)	28615288
SLC22A2	tea		77	CHO-OCT2	1-methyl-4-phenylpyridinium_(mpp)	28615288
SLC22A2	quinidine		92.6	CHO-OCT2	1-methyl-4-phenylpyridinium_(mpp)	28615288
SLC22A2	cimetidine		113	CHO-OCT2	1-methyl-4-phenylpyridinium_(mpp)	28615288
SLC22A2	tramadol		140.1	CHO-OCT2	1-methyl-4-phenylpyridinium_(mpp)	28615288
SLC22A2	metformin		223	CHO-OCT2	1-methyl-4-phenylpyridinium_(mpp)	28615288
SLC22A2	tma		301	CHO-OCT2	1-methyl-4-phenylpyridinium_(mpp)	28615288
SLC22A2	choline		435	CHO-OCT2	1-methyl-4-phenylpyridinium_(mpp)	28615288
SLC22A2	verapamil		21.4	HEK293-OCT2	para-aminosalicylic_acid_(pas)	28223391
SLC22A2	cimetidine		111.5	HEK293-OCT2	para-aminosalicylic_acid_(pas)	28223391
SLC22A2	metformin		125.6	HEK293-OCT2	para-aminosalicylic_acid_(pas)	28223391
SLC22A2	quinidine		10.7	HEK293-OCT2	para-aminosalicylic_acid_(pas)	28223391
SLC22A2	omeprazole		5.53	HEK293-OCT2	para-aminosalicylic_acid_(pas)	28223391
SLC22A2	lansoprazole		13	HEK293-OCT2	para-aminosalicylic_acid_(pas)	28223391
SLC22A2	chelerythrine		10.8	 OCT2	1-methyl-4-phenylpyridinium_(mpp)	28093031
SLC22A2	olaparib		19.9	HEK293-OCT2	1-methyl-4-phenylpyridinium_(mpp)	27684210
SLC22A2	verapamil		66	HEK293-OCT2	1-methyl-4-phenylpyridinium_(mpp)	27550354
SLC22A2	para-aminosalicylate_acid_(pas)		94.2	HEK293-OCT2	1-methyl-4-phenylpyridinium_(mpp)	27550354
SLC22A2	ethambutol		229	HEK293-OCT2	1-methyl-4-phenylpyridinium_(mpp)	27550354
SLC22A2	verapamil		36	HEK293-OCT2	metformin	27550354
SLC22A2	para-aminosalicylate_acid_(pas)		85.8	HEK293-OCT2	metformin	27550354
SLC22A2	ethambutol		189.2	HEK293-OCT2	metformin	27550354
SLC22A2	amantadine		27.1	CHO-OCT2	metformin	29884691
SLC22A2	amitriptyline		2.4	CHO-OCT2	metformin	29884691
SLC22A2	anastrozole		51.1	CHO-OCT2	metformin	29884691
SLC22A2	atomoxetine		6.6	CHO-OCT2	metformin	29884691
SLC22A2	atropine		1.3	CHO-OCT2	metformin	29884691
SLC22A2	benztropine		0.4	CHO-OCT2	metformin	29884691
SLC22A2	bupropion		8.6	CHO-OCT2	metformin	29884691
SLC22A2	buspirone		10.2	CHO-OCT2	metformin	29884691
SLC22A2	fluoxetine		18.6	CHO-OCT2	metformin	29884691
SLC22A2	imipramine		0.4	CHO-OCT2	metformin	29884691
SLC22A2	irinotecan		3.3	CHO-OCT2	metformin	29884691
SLC22A2	mexiletine		21.5	CHO-OCT2	metformin	29884691
SLC22A2	naloxone		29.5	CHO-OCT2	metformin	29884691
SLC22A2	pilocarpine		34.5	CHO-OCT2	metformin	29884691
SLC22A2	quinidine		18.6	CHO-OCT2	metformin	29884691
SLC22A2	tacrine		0.6	CHO-OCT2	metformin	29884691
SLC22A2	trimethoprim		19.8	CHO-OCT2	metformin	29884691
SLC22A2	tripelennamine		2.1	CHO-OCT2	metformin	29884691
SLC22A2	tropicamide		94.3	CHO-OCT2	metformin	29884691
SLC22A2	verapamil		10.3	CHO-OCT2	metformin	29884691
SLC22A2	amantadine		51	CHO-OCT2	1-methyl-4-phenylpyridinium_(mpp)	29884691
SLC22A2	amitriptyline		11.3	CHO-OCT2	1-methyl-4-phenylpyridinium_(mpp)	29884691
SLC22A2	anastrozole		327.6	CHO-OCT2	1-methyl-4-phenylpyridinium_(mpp)	29884691
SLC22A2	atomoxetine		20.4	CHO-OCT2	1-methyl-4-phenylpyridinium_(mpp)	29884691
SLC22A2	atropine		12.4	CHO-OCT2	1-methyl-4-phenylpyridinium_(mpp)	29884691
SLC22A2	benztropine		13.4	CHO-OCT2	1-methyl-4-phenylpyridinium_(mpp)	29884691
SLC22A2	bupropion		32.2	CHO-OCT2	1-methyl-4-phenylpyridinium_(mpp)	29884691
SLC22A2	buspirone		68.5	CHO-OCT2	1-methyl-4-phenylpyridinium_(mpp)	29884691
SLC22A2	fluoxetine		56.7	CHO-OCT2	1-methyl-4-phenylpyridinium_(mpp)	29884691
SLC22A2	imipramine		4.9	CHO-OCT2	1-methyl-4-phenylpyridinium_(mpp)	29884691
SLC22A2	irinotecan		15.6	CHO-OCT2	1-methyl-4-phenylpyridinium_(mpp)	29884691
SLC22A2	mexiletine		50.4	CHO-OCT2	1-methyl-4-phenylpyridinium_(mpp)	29884691
SLC22A2	naloxone		235.7	CHO-OCT2	1-methyl-4-phenylpyridinium_(mpp)	29884691
SLC22A2	pilocarpine		109.3	CHO-OCT2	1-methyl-4-phenylpyridinium_(mpp)	29884691
SLC22A2	quinidine		91.1	CHO-OCT2	1-methyl-4-phenylpyridinium_(mpp)	29884691
SLC22A2	tacrine		2.3	CHO-OCT2	1-methyl-4-phenylpyridinium_(mpp)	29884691
SLC22A2	trimethoprim		199.2	CHO-OCT2	1-methyl-4-phenylpyridinium_(mpp)	29884691
SLC22A2	tripelennamine		12.1	CHO-OCT2	1-methyl-4-phenylpyridinium_(mpp)	29884691
SLC22A2	tropicamide		691.5	CHO-OCT2	1-methyl-4-phenylpyridinium_(mpp)	29884691
SLC22A2	verapamil		49.7	CHO-OCT2	1-methyl-4-phenylpyridinium_(mpp)	29884691
SLC22A2	amantadine		32.1	CHO-OCT2	tetraethylammonium	29884691
SLC22A2	amitriptyline		5	CHO-OCT2	tetraethylammonium	29884691
SLC22A2	anastrozole		113.4	CHO-OCT2	tetraethylammonium	29884691
SLC22A2	atomoxetine		12.8	CHO-OCT2	tetraethylammonium	29884691
