Transporter	Inhibitor	IC50 (uM)	KI (uM)	Substrate used	Cell system	References	OtherLink	
ABCC2	Neratinib	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Dactolisib	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Etoricoxib	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Feprazone	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Pirinixic acid	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Ketorolac tromethamine	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Vinblastine	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Ceftriaxone sodium	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Amitriptyline	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Amoxicillin	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Anastrozole	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Anthralin	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Baclofen	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Benzocaine	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Bortezomib	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Bupropion hydrochloride	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Captopril	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Carbamazepine	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Chlorpropamide	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Cladribine	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Clofarabine	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Clomipramine	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	cp-690550	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Dexamethasone	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Dexlansoprazole	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Ifosfamide	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Indapamide	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Fludarabine phosphate	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	GALANTAMINE	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Didanosine	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Nebivolol hydrochloride	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Sitagliptin	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Tilorone	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Melatonin	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Urapidil	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Procyclidine	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Mibefradil hydrochloride	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Amprenavir	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Imatinib	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Lopinavir	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Digitoxin	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Clopidogrel bisulfate	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Testosterone	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Miconazole nitrate	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Pranoprofen	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Papaverine	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Cefuroxime axetil	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Teniposide	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Aminophylline	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Albuterol	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Artesunate	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Atosiban	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Betamipron	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Bisacodyl	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Brompheniramine maleate	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Busulphan	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Cabergoline	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Cefotetan	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Chlorpromazine	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Citalopram	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Clioquinol	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Clozapine	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Desloratadine	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Efavirenz	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Entecavir	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Pemirolast potassium	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Phenformin	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Prochlorperazine	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Linezolid	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Varenicline tartrate	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Pregabalin	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Tizanidine	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Fluconazole	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Triamcinolone diacetate	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Nalmefene	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Xamoterol	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Terbutaline	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Pefloxacin	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Neostigmine	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Nortriptyline	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Telbivudine	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Vecuronium bromide	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Miglitol	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Nimodipine	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Tigecycline	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Somatostatin	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Valsartan	133		Estradiol-17beta-glucuronide	MRP2-expressing sf9 vesicles	23956101		
ABCC2	Alisporivir	18		"5(6)-carboxy-2',7'-dichlorofluorescein"	MRP2-expressing sf9 vesicles	25310383		
ABCC2	Cyclosporine	20		calcein AM	MRP2-expressing MDCK-II cells	27393949		
ABCC2	Cyclosporine	25.6		calcein AM	MRP2-expressing MDCK-II cells	27393949		
ABCB1	Colchicine	50		calcein AM	MDR1 expressing porcine PBCEC cells	12699389		
ABCB1	Cimetidine	50		calcein AM	MDR1 expressing porcine PBCEC cells	12699389		
ABCB1	Digoxin	50		calcein AM	MDR1 expressing porcine PBCEC cells	12699389		
ABCB1	Midazolam	50		calcein AM	MDR1 expressing porcine PBCEC cells	12699389		
ABCB1	Etoposide	50		calcein AM	MDR1 expressing porcine PBCEC cells	12699389		
ABCB1	Morphine	50		calcein AM	MDR1 expressing porcine PBCEC cells	12699389		
ABCB1	Hydrocortisone	50		calcein AM	MDR1 expressing porcine PBCEC cells	12699389		
ABCB1	ranitidine	50		calcein AM	MDR1 expressing porcine PBCEC cells	12699389		
ABCB1	Dexamethasone	50		calcein AM	MDR1 expressing porcine PBCEC cells	12699389		
ABCB1	Dpdpe	50		calcein AM	MDR1 expressing porcine PBCEC cells	12699389		
ABCB1	Erythromycin	43		calcein AM	MDR1 expressing porcine PBCEC cells	12699389		
ABCB1	Quinidine	2.2		calcein AM	MDR1 expressing porcine PBCEC cells	12699389		
ABCB1	Vinblastine	2		calcein AM	MDR1 expressing porcine PBCEC cells	12699389		
ABCB1	Miconazole	2		calcein AM	MDR1 expressing porcine PBCEC cells	12699389		
ABCB1	Saquinavir	1.6		calcein AM	MDR1 expressing porcine PBCEC cells	12699389		
ABCB1	Mibefradil	1.5		calcein AM	MDR1 expressing porcine PBCEC cells	12699389		
ABCB1	Ritonavir	1.5		calcein AM	MDR1 expressing porcine PBCEC cells	12699389		
ABCB1	Clotrimazole	1.3		calcein AM	MDR1 expressing porcine PBCEC cells	12699389		
ABCB1	Terfenadine	1.1		calcein AM	MDR1 expressing porcine PBCEC cells	12699389		
ABCB1	Ketoconazole	1		calcein AM	MDR1 expressing porcine PBCEC cells	12699389		
ABCB1	Nicardipine	1		calcein AM	MDR1 expressing porcine PBCEC cells	12699389		
ABCB1	Pimozide	0.8		calcein AM	MDR1 expressing porcine PBCEC cells	12699389		
ABCB1	Cyclosporine	0.5		calcein AM	MDR1 expressing porcine PBCEC cells	12699389		
ABCB1	Verapamil	0.4		calcein AM	MDR1 expressing porcine PBCEC cells	12699389		
ABCB1	Nelfinavir	0.4		calcein AM	MDR1 expressing porcine PBCEC cells	12699389		
ABCB1	Astemizole	0.3		calcein AM	MDR1 expressing porcine PBCEC cells	12699389		
ABCB1	Ivermectin	0.2		calcein AM	MDR1 expressing porcine PBCEC cells	12699389		
ABCB1	Digoxin	50		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Ranitidine	50		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Morphine	50		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Vinblastine	50		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Midazolam	50		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Hydrocortisone	50		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Cimetidine	50		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Dpdpe	50		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Em-A	50		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Dexamethasone	50		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Ritonavir	12		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Saquinavir	12		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Clotrimazole	6.7		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Verapamil	6.3		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Quinidine	5.6		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Ketoconazole	4.8		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Miconazole	3.5		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Nelfinavir	3.4		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Pimozide	2.9		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Nicardipine	2.3		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Itraconazole	2.1		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Mibefradil	1.8		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Terfenadine	1.4		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Astemizole	1.3		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Csa	0.8		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Ivermectin	0.1		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Ranitidine	50		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Etoposide (Vp-16)	50		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Midazolam	50		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Colchicine	50		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Cimetidine	50		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Sid11533002	50		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Enkephalin (Dpdpe)	50		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Vinblastine	50		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Dexamethasone	50		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Hydrocortisone	50		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Morphine	50		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Erythromycin	50		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Saquinavir	12		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Ritonavir	12		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Clotrimazole	6.7		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Verapamil	6.3		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Quinidine	5.6		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Ketoconazole	4.8		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Miconazole	3.5		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Nelfinavir	3.4		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Pimozide	2.9		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Nicardipine	2.3		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Itc	2.1		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Mibefradil	1.8		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Terfenadine	1.4		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Astemizole	1.3		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Ivermectin	0.1		calcein AM	MDR1 expressing LLC-PK1 cells	12699389		
ABCB1	Verapamil	14		calcein AM	MDR1 expressing MDCK2 cells 	19402665		
ABCB1	"Lsn335984, 42"	0.9		calcein AM	MDR1 expressing MDCK2 cells 	19402665		
ABCB1	Progesterone	47.9		calcein AM	MDR1 expressing A2780/ADR cells	17890094		
ABCB1	Diltiazem	42.7		calcein AM	MDR1 expressing A2780/ADR cells	17890094		
ABCB1	Vinblastine	10.5		calcein AM	MDR1 expressing A2780/ADR cells	17890094		
ABCB1	Imatinib	7.2		calcein AM	MDR1 expressing A2780/ADR cells	17890094		
ABCB1	Nicardipine	4.8		calcein AM	MDR1 expressing A2780/ADR cells	17890094		
ABCB1	Verapamil	4.6		calcein AM	MDR1 expressing A2780/ADR cells	17890094		
ABCB1	Reserpine	3.2		calcein AM	MDR1 expressing A2780/ADR cells	17890094		
ABCB1	Cyclosporine	1.4		calcein AM	MDR1 expressing A2780/ADR cells	17890094		
ABCB1	Wk-X-50	0.8		calcein AM	MDR1 expressing A2780/ADR cells	17890094		
ABCB1	Verapamil	4.6		calcein AM	MDR1 expressing A2780/ADR cells	18083034		
ABCB1	Cyclosporine	1.4		calcein AM	MDR1 expressing A2780/ADR cells	18083034		
ABCB1	Verapamil	6.6		Hoechst 33342	MDR1 expressing A2780/ADR cells	18083034		
ABCB1	Cyclosporine	1.4		Hoechst 33342	MDR1 expressing A2780/ADR cells	18083034		
ABCB1	Diltiazem	49		calcein AM	MDR1 expressing A2780/ADR cells	19250834		
ABCB1	Verapamil	5.2		calcein AM	MDR1 expressing A2780/ADR cells	19250834		
ABCB1	Cyclosporine	1.4		calcein AM	MDR1 expressing A2780/ADR cells	19250834		
ABCB1	Cyclosporine	9.3		calcein AM	MDR1 expressing MDCK2 cells 	17664327		
ABCB1	Progesterone	47.9		Hoechst 33342	MDR1 expressing A2780/ADR cells	18678495		
ABCB1	Diltiazem	42.7		Hoechst 33342	MDR1 expressing A2780/ADR cells	18678495		
ABCB1	Imatinib	7.2		Hoechst 33342	MDR1 expressing A2780/ADR cells	18678495		
ABCB1	Nicardipine	4.8		Hoechst 33342	MDR1 expressing A2780/ADR cells	18678495		
ABCB1	Verapamil	4.6		Hoechst 33342	MDR1 expressing A2780/ADR cells	18678495		
ABCB1	Reserpine	3.2		Hoechst 33342	MDR1 expressing A2780/ADR cells	18678495		
ABCB1	Cyclosporine	1.4		Hoechst 33342	MDR1 expressing A2780/ADR cells	18678495		
ABCB1	Verapamil	9.8		Rhodamine 123	MDR1 expressing MDCK cells	21354800		
ABCB1	Tariquidar	0.2		calcein AM	MDR1 expressing Kb-V1 cells	21570282		
ABCB1	Elacridar	0.2		calcein AM	MDR1 expressing Kb-V1 cells	21570282		
ABCB1	Sertindole	6.5		Rhodamine 123	MDR1 expressing L5178 cells	21341745		
ABCB1	Ebastine	1.5		Rhodamine 123	MDR1 expressing L5178 cells	21341745		
ABCB1	Aripiprazole	0.8		Rhodamine 123	MDR1 expressing L5178 cells	21341745		
ABCB1	Cyclosporine	0.7		Rhodamine 123	MDR1 expressing L5178 cells	21341745		
ABCB1	Verapamil	0.5		calcein AM	MDR1 expressing MDCK cells	22112208		
ABCB1	Niguldipine	0.7		Daunorubicin	MDR1 exressing CCRF-cEM/VCR 1000 cells	22452412		
ABCB1	Gpv005	0.6		Daunorubicin	MDR1 exressing CCRF-cEM/VCR 1000 cells	22452412		
ABCB1	Valspodar	0.5		Daunorubicin	MDR1 exressing CCRF-cEM/VCR 1000 cells	22452412		
ABCB1	Propafenone	0.3		Daunorubicin	MDR1 exressing CCRF-cEM/VCR 1000 cells	22452412		
ABCB1	Cyclosporine	0.1		Daunorubicin	MDR1 exressing CCRF-cEM/VCR 1000 cells	22452412		
ABCB1	Elacridar	0.1		Daunorubicin	MDR1 exressing CCRF-cEM/VCR 1000 cells	22452412		
ABCB1	Zosuquidar	0.1		Daunorubicin	MDR1 exressing CCRF-cEM/VCR 1000 cells	22452412		
ABCB1	Gpv062	0.1		Daunorubicin	MDR1 exressing CCRF-cEM/VCR 1000 cells	22452412		
ABCB1	Atorvastatin	307		Rhodamine 123	MDR1 expressing 3T3-G185 cells	11474784		
ABCB1	Lovastatin	67		Rhodamine 123	MDR1 expressing 3T3-G185 cells	11474784		
ABCB1	Simvastatin	46		Rhodamine 123	MDR1 expressing 3T3-G185 cells	11474784		
ABCB1	Atorvastatin	271		Daunorubicin	MDR1 expressing 3T3-G185 cells	11474784		
ABCB1	Lovastatin	26		Daunorubicin	MDR1 expressing 3T3-G185 cells	11474784		
ABCB1	Simvastatin	9		Daunorubicin	MDR1 expressing 3T3-G185 cells	11474784		
ABCB1	Methadone	7.5		Rhodamine 123	Caco-2 cells	11408360		
ABCB1	Vinblastine	29		calcein AM	MDR1 expressing MDCK cells	15616150		
ABCB1	Atorvastatin Lactone	14		calcein AM	MDR1 expressing MDCK cells	15616150		
ABCB1	Simvastatin Lactone	10		calcein AM	MDR1 expressing MDCK cells	15616150		
ABCB1	Lovastatin Lactone	10		calcein AM	MDR1 expressing MDCK cells	15616150		
ABCB1	Alfentanil	112		Digoxin	Caco-2 cells	11964599		
ABCB1	Fentanyl	6.5		Digoxin	Caco-2 cells	11964599		
ABCB1	Sulfentanil	4.5		Digoxin	Caco-2 cells	11964599		
ABCB1	Loperamide	2.5		Digoxin	Caco-2 cells	11964599		
ABCB1	Verapamil	224		Digoxin	MDR1 expressing LLC-PK1 cells	10997946		
ABCB1	Cyclosporine	3.7		Digoxin	MDR1 expressing LLC-PK1 cells	9914792		
ABCB1	Cyclosporine		0.02	Verapamil	MDR1-expressing Sf9 vesicles	7514263		
ABCB1	Lopinavir	1.7		Rhodamine 123	MDR1 expressing Caco-2 cells	12700464		
ABCB1	Cholesterol	8.2		Daunorubicin	NIH-G185 cells	11027568		
ABCB1	Dexniguldipine		2.3	calcein AM	MDR1-expressing CEM/VLB100 cells	10198227		
ABCB1	Valspodar		1.3	calcein AM	CEM/VBL 100	10198227		
ABCB1	Cyclosporine		1.8	calcein AM	MDR1-expressing CEM/VLB100 cells	10198227		
ABCB1	Nifedipine	113		Daunorubicin	NIH-G185 cells	11743742		
ABCB1	Spironolactone	23.6		Daunorubicin	NIH-G185 cells	11743742		
ABCB1	Nobiletin	11.5		Daunorubicin	NIH-G185 cells	11743742		
ABCB1	Valinomycin	3.2		Daunorubicin	NIH-G185 cells	11743742		
ABCB1	Gallopamil	3.2		Daunorubicin	NIH-G185 cells	11743742		
ABCB1	Norverapamil	0.9		Daunorubicin	NIH-G185 cells	11743742		
ABCB1	Trimethoxybenzoylyohimbine		2.1	Verapamil	MDR1-expressing CEM/VLB100 cells	9751076		
ABCB1	Vinblastine		2.1	Verapamil	MDR1-expressing CEM/VLB100 cells	9751076		
ABCB1	Indinavir	44		Digoxin	Caco-2 cells	10820137		
ABCB1	Saquinavir	6.5		Digoxin	Caco-2 cells	10820137		
ABCB1	Quinidine	2.2		Digoxin	Caco-2 cells	10820137		
ABCB1	Verapamil	2.1		Digoxin	Caco-2 cells	10820137		
ABCB1	Cyclosporine	1.3		Digoxin	Caco-2 cells	10820137		
ABCB1	Ketoconazole	1.2		Digoxin	Caco-2 cells	10820137		
ABCB1	Nelfinavir	1.4		Daunorubicin	Caco-2 cells	10820137		
ABCB1	Verapamil (R)	2.6		paclitaxel	HCT15/CL02 cells	12569305		
ABCB1	Verapamil (S)	2.4		paclitaxel	HCT15/CL02 cells	12569305		
ABCB1	Verapamil (R)	5.5		paclitaxel	MES-SA/DX5 cells	12569305		
ABCB1	Verapamil (S)	5.3		paclitaxel	MES-SA/DX5 cells	12569305		
ABCB1	Verapamil (Racemic)	4.8		paclitaxel	MES-SA/DX5 cells	12569305		
ABCB1	Mibefradil	1.6		Digoxin	Caco-2 cells	10901697		
ABCB1	Piperine	15.5		Digoxin	Caco-2 cells	12130727		
ABCB1	Piperine	74.1		Cyclosporine A	Caco-2 cells	12130727		
ABCB1	Desmethylazelastine	11.8		Daunorubicin	MDR1 transfected LLC-PK1	11231118		
ABCB1	Ritonavir	15.7		Cyclosporine A	MDR1 expressing LLC-PK1 cells	12604693		
ABCB1	Ketoconazole	5.6		Daunorubicin	G185 cells	11751127		
ABCB1	Itraconazole	1.7		Daunorubicin	G185 cells	11751127		
ABCB1	Verapamil		3	Taxol	MDR1-expressing Caco-2 cells	11405287		
ABCB1	Etoposide		276	Taxol	MDR1-expressing Caco-2 cells	11405287		
ABCB1	Quinidine		1.5	Taxol	MDR1-expressing Caco-2 cells	11405287		
ABCB1	Vinblastine		36.5	Taxol	MDR1-expressing Caco-2 cells	11405287		
ABCB1	Doxorubicin		8.5	Taxol	MDR1-expressing Caco-2 cells	11405287		
ABCB1	Celiprolol		313	Taxol	MDR1-expressing Caco-2 cells	11405287		
ABCB1	Daunorubicin		2.5	Taxol	MDR1-expressing Caco-2 cells	11405287		
ABCB1	Quinine	167.8		calcein AM	NIH-3T3-G185 cells	11716514		
ABCB1	Clarithromycin	56.1		calcein AM	NIH-3T3-G185 cells	11716514		
ABCB1	Emetine	35.1		calcein AM	NIH-3T3-G185 cells	11716514		
ABCB1	Verapamil	28.9		calcein AM	NIH-3T3-G185 cells	11716514		
ABCB1	Nicardipine	6.6		calcein AM	NIH-3T3-G185 cells	11716514		
ABCB1	Reserpine	2.6		calcein AM	NIH-3T3-G185 cells	11716514		
ABCB1	Cyclosporine	1.7		calcein AM	NIH-3T3-G185 cells	11716514		
ABCB1	Progesterone	192.2		Rhodamine 123	NIH-3T3-G185 cells	11716514		
ABCB1	Lovastatin Lactone	114.4		Rhodamine 123	NIH-3T3-G185 cells	11716514		
ABCB1	Quinine	87.6		Rhodamine 123	NIH-3T3-G185 cells	11716514		
ABCB1	Troleandomycin	86.3		Rhodamine 123	NIH-3T3-G185 cells	11716514		
ABCB1	Taxol (Paclitaxel)	70.2		Rhodamine 123	NIH-3T3-G185 cells	11716514		
ABCB1	Felodipine	60		Rhodamine 123	NIH-3T3-G185 cells	11716514		
ABCB1	Simvastatin	56.8		Rhodamine 123	NIH-3T3-G185 cells	11716514		
ABCB1	Ketoconazole	53.4		Rhodamine 123	NIH-3T3-G185 cells	11716514		
ABCB1	Dipyridamole	34.3		Rhodamine 123	NIH-3T3-G185 cells	11716514		
ABCB1	Quinidine	33.9		Rhodamine 123	NIH-3T3-G185 cells	11716514		
ABCB1	Tamoxifen	31.4		Rhodamine 123	NIH-3T3-G185 cells	11716514		
ABCB1	Vinblastine	29.5		Rhodamine 123	NIH-3T3-G185 cells	11716514		
ABCB1	Nicardipine	25.8		Rhodamine 123	NIH-3T3-G185 cells	11716514		
ABCB1	Clarithromycin	15.1		Rhodamine 123	NIH-3T3-G185 cells	11716514		
ABCB1	Trifluoperazine	10.9		Rhodamine 123	NIH-3T3-G185 cells	11716514		
